0,labels
253,4
243,4
205,5
144,4
181,4
126,6
46,2
148,5
211,3
144,4
77,6
250,4
235,3
145,2
231,3
162,5
140,2
162,5
42,4
13,3
65,4
13,3
153,3
105,6
223,4
3,6
153,3
225,2
115,3
158,5
14,4
62,4
147,6
229,3
17,6
251,5
4,6
164,5
182,3
102,4
180,2
54,7
219,4
58,4
32,4
152,5
153,3
249,2
50,6
227,7
65,4
14,4
195,2
48,4
218,6
227,7
11,4
116,7
240,3
10,3
161,4
106,8
64,5
252,5
254,4
74,3
64,5
208,4
205,5
135,2
32,4
148,5
153,3
168,1
126,6
101,1
49,7
119,3
154,5
20,6
236,4
132,5
250,4
47,3
101,1
61,5
14,4
11,4
99,3
194,2
36,4
188,3
17,6
167,6
113,4
181,4
101,1
185,4
9,4
42,4
54,7
211,3
55,6
241,4
205,5
133,5
29,5
42,4
117,4
32,4
233,6
192,3
109,5
122,4
43,6
252,5
161,4
32,4
149,3
252,5
147,6
208,4
155,3
90,5
147,6
39,1
141,4
245,3
183,3
4,6
96,6
120,3
15,5
197,5
32,4
147,6
103,3
217,4
126,6
98,5
139,6
94,5
217,4
38,5
47,3
104,4
82,5
77,6
198,5
9,4
237,4
209,4
184,5
250,4
156,5
15,5
191,3
20,6
136,6
140,2
79,4
38,5
12,6
85,3
43,6
124,7
159,3
53,4
58,4
27,7
246,5
167,6
126,6
48,4
1,4
211,3
123,2
59,4
162,5
203,3
2,4
50,6
193,6
6,2
231,3
187,3
84,3
175,4
252,5
16,4
132,5
113,4
137,3
7,4
229,3
14,4
112,3
219,4
188,3
164,5
176,4
127,3
227,7
132,5
235,3
104,4
80,2
25,5
24,5
160,4
66,6
32,4
141,4
42,4
0,4
165,5
178,2
126,6
84,3
17,6
250,4
229,3
131,2
233,6
24,5
85,3
155,3
150,2
236,4
86,3
69,0
73,3
31,2
52,3
188,3
64,5
114,4
70,4
159,3
40,5
48,4
92,5
163,4
209,4
112,3
202,3
35,2
183,3
157,6
121,6
74,3
200,5
10,3
149,3
22,5
163,4
53,4
216,3
1,4
172,5
128,2
255,5
111,5
161,4
246,5
90,5
92,5
47,3
185,4
67,1
248,7
199,3
224,3
104,4
21,6
39,1
133,5
123,2
152,5
253,4
196,4
254,4
3,6
70,4
212,4
18,5
214,4
130,3
36,4
163,4
3,6
120,3
190,5
254,4
153,3
85,3
61,5
52,3
75,3
104,4
57,3
60,5
106,8
120,3
187,3
61,5
74,3
103,3
91,3
56,3
98,5
112,3
49,7
43,6
129,2
198,5
40,5
21,6
29,5
192,3
50,6
175,4
127,3
153,3
67,1
115,3
173,5
221,4
59,4
158,5
191,3
27,7
116,7
57,3
85,3
33,2
145,2
214,4
81,4
70,4
137,3
218,6
153,3
118,7
214,4
169,5
183,3
44,4
228,3
235,3
208,4
160,4
239,2
72,6
30,1
86,3
65,4
7,4
59,4
14,4
22,5
83,4
188,3
79,4
144,4
165,5
54,7
136,6
151,5
54,7
66,6
174,4
165,5
133,5
72,6
18,5
74,3
206,4
158,5
248,7
243,4
219,4
43,6
157,6
224,3
250,4
94,5
55,6
55,6
104,4
251,5
9,4
133,5
162,5
237,4
28,4
111,5
191,3
35,2
184,5
229,3
69,0
113,4
23,4
60,5
100,5
173,5
168,1
132,5
236,4
162,5
162,5
3,6
77,6
176,4
3,6
60,5
234,3
251,5
114,4
157,6
196,4
36,4
211,3
14,4
77,6
89,5
148,5
195,2
41,4
253,4
27,7
192,3
89,5
129,2
78,5
4,6
4,6
171,4
92,5
14,4
176,4
53,4
58,4
215,5
240,3
168,1
59,4
116,7
146,5
74,3
12,6
216,3
200,5
201,4
69,0
149,3
129,2
232,3
112,3
99,3
169,5
152,5
110,5
121,6
199,3
253,4
209,4
176,4
82,5
100,5
122,4
66,6
84,3
110,5
227,7
78,5
249,2
2,4
142,6
129,2
247,4
18,5
220,5
57,3
181,4
83,4
143,3
125,1
152,5
214,4
60,5
177,2
57,3
88,2
226,5
14,4
32,4
208,4
146,5
44,4
116,7
44,4
213,3
236,4
83,4
26,6
100,5
150,2
241,4
95,3
58,4
48,4
99,3
102,4
93,5
248,7
153,3
38,5
137,3
97,3
156,5
99,3
109,5
229,3
164,5
58,4
209,4
189,4
128,2
117,4
231,3
83,4
172,5
49,7
195,2
86,3
136,6
155,3
34,4
203,3
104,4
87,2
24,5
96,6
135,2
74,3
181,4
120,3
208,4
44,4
217,4
194,2
196,4
46,2
179,3
128,2
49,7
127,3
253,4
250,4
88,2
69,0
253,4
15,5
141,4
112,3
195,2
30,1
185,4
47,3
87,2
119,3
36,4
159,3
249,2
192,3
186,4
84,3
110,5
38,5
203,3
160,4
134,2
27,7
206,4
23,4
117,4
101,1
208,4
226,5
36,4
107,1
229,3
78,5
192,3
24,5
196,4
27,7
208,4
185,4
78,5
155,3
159,3
214,4
14,4
31,2
98,5
139,6
229,3
203,3
14,4
250,4
171,4
65,4
43,6
161,4
182,3
209,4
206,4
214,4
120,3
6,2
223,4
6,2
252,5
206,4
251,5
40,5
27,7
117,4
102,4
150,2
215,5
44,4
17,6
42,4
213,3
5,4
127,3
74,3
65,4
147,6
28,4
254,4
26,6
84,3
83,4
246,5
198,5
111,5
52,3
144,4
104,4
76,4
30,1
80,2
179,3
24,5
72,6
98,5
222,6
164,5
144,4
213,3
45,1
231,3
178,2
156,5
29,5
139,6
173,5
157,6
87,2
85,3
132,5
50,6
234,3
251,5
71,4
80,2
115,3
179,3
39,1
128,2
73,3
178,2
47,3
194,2
241,4
169,5
167,6
216,3
63,3
109,5
51,4
239,2
8,2
51,4
224,3
161,4
134,2
38,5
219,4
26,6
212,4
53,4
254,4
5,4
229,3
173,5
41,4
2,4
80,2
133,5
54,7
35,2
93,5
81,4
1,4
138,5
190,5
36,4
115,3
222,6
77,6
15,5
157,6
1,4
174,4
81,4
3,6
174,4
103,3
11,4
97,3
233,6
158,5
87,2
239,2
229,3
43,6
82,5
148,5
146,5
17,6
142,6
63,3
171,4
124,7
252,5
199,3
49,7
23,4
50,6
199,3
20,6
231,3
45,1
187,3
197,5
217,4
255,5
203,3
120,3
188,3
0,4
66,6
143,3
