0,labels
30,1
91,3
169,5
84,3
49,7
34,4
184,5
103,3
219,4
49,7
48,4
164,5
253,4
90,5
176,4
188,3
226,5
73,3
115,3
245,3
142,6
170,5
249,2
152,5
35,2
32,4
91,3
94,5
206,4
165,5
68,6
106,8
112,3
200,5
238,4
26,6
64,5
104,4
44,4
49,7
198,5
158,5
103,3
121,6
245,3
100,5
67,1
62,4
4,6
9,4
68,6
148,5
189,4
214,4
150,2
189,4
83,4
239,2
242,5
202,3
168,1
187,3
223,4
35,2
33,2
168,1
11,4
140,2
55,6
170,5
174,4
104,4
161,4
31,2
33,2
250,4
110,5
208,4
194,2
144,4
114,4
40,5
47,3
134,2
204,5
143,3
147,6
2,4
154,5
171,4
59,4
15,5
123,2
218,6
239,2
88,2
191,3
129,2
87,2
151,5
9,4
90,5
95,3
5,4
126,6
248,7
177,2
86,3
62,4
253,4
243,4
56,3
109,5
44,4
22,5
142,6
95,3
99,3
153,3
224,3
154,5
206,4
93,5
45,1
12,6
206,4
196,4
86,3
60,5
41,4
71,4
197,5
112,3
73,3
83,4
99,3
144,4
232,3
2,4
132,5
148,5
115,3
46,2
50,6
230,3
89,5
165,5
47,3
176,4
183,3
90,5
247,4
134,2
53,4
246,5
17,6
28,4
161,4
142,6
27,7
153,3
100,5
117,4
57,3
38,5
212,4
194,2
84,3
101,1
238,4
144,4
45,1
172,5
169,5
18,5
172,5
117,4
212,4
141,4
180,2
70,4
30,1
222,6
219,4
189,4
52,3
21,6
44,4
94,5
182,3
195,2
142,6
6,2
212,4
21,6
222,6
179,3
25,5
78,5
115,3
162,5
121,6
234,3
133,5
66,6
174,4
238,4
210,4
191,3
204,5
143,3
3,6
125,1
13,3
23,4
75,3
56,3
243,4
4,6
129,2
109,5
190,5
20,6
89,5
110,5
146,5
26,6
139,6
139,6
58,4
237,4
83,4
18,5
23,4
136,6
209,4
111,5
162,5
168,1
234,3
105,6
251,5
82,5
137,3
9,4
239,2
247,4
185,4
62,4
244,2
103,3
169,5
79,4
109,5
175,4
3,6
254,4
115,3
103,3
227,7
226,5
121,6
216,3
208,4
149,3
145,2
150,2
120,3
175,4
174,4
232,3
40,5
243,4
93,5
76,4
221,4
73,3
227,7
230,3
129,2
47,3
222,6
197,5
238,4
206,4
204,5
69,0
165,5
146,5
75,3
224,3
96,6
190,5
201,4
189,4
11,4
227,7
207,3
63,3
201,4
179,3
134,2
35,2
85,3
118,7
146,5
140,2
100,5
47,3
184,5
14,4
233,6
95,3
244,2
224,3
2,4
36,4
86,3
188,3
122,4
118,7
94,5
238,4
129,2
114,4
238,4
42,4
89,5
161,4
10,3
232,3
95,3
58,4
132,5
204,5
86,3
10,3
21,6
177,2
62,4
180,2
197,5
152,5
93,5
83,4
56,3
6,2
35,2
110,5
29,5
9,4
99,3
126,6
163,4
21,6
93,5
25,5
16,4
134,2
46,2
136,6
127,3
89,5
7,4
172,5
192,3
229,3
108,2
170,5
46,2
158,5
41,4
45,1
142,6
14,4
164,5
176,4
220,5
86,3
99,3
134,2
115,3
108,2
74,3
104,4
42,4
250,4
146,5
164,5
148,5
63,3
107,1
83,4
148,5
228,3
95,3
93,5
23,4
29,5
108,2
71,4
140,2
35,2
52,3
19,5
3,6
218,6
176,4
225,2
170,5
209,4
144,4
150,2
137,3
59,4
174,4
28,4
225,2
192,3
115,3
111,5
69,0
12,6
8,2
209,4
2,4
13,3
174,4
156,5
117,4
248,7
156,5
34,4
20,6
153,3
187,3
50,6
26,6
200,5
130,3
87,2
13,3
1,4
23,4
207,3
233,6
95,3
21,6
24,5
17,6
178,2
125,1
76,4
170,5
37,3
24,5
120,3
168,1
30,1
106,8
181,4
254,4
42,4
169,5
31,2
56,3
233,6
124,7
73,3
79,4
153,3
24,5
14,4
62,4
37,3
61,5
164,5
193,6
235,3
120,3
14,4
128,2
61,5
109,5
50,6
76,4
195,2
194,2
25,5
100,5
211,3
68,6
33,2
188,3
135,2
210,4
175,4
119,3
203,3
211,3
42,4
217,4
46,2
95,3
40,5
128,2
174,4
195,2
216,3
243,4
161,4
175,4
51,4
60,5
55,6
243,4
136,6
242,5
250,4
159,3
230,3
101,1
13,3
247,4
179,3
165,5
36,4
117,4
76,4
135,2
92,5
185,4
10,3
255,5
39,1
146,5
127,3
253,4
126,6
237,4
223,4
66,6
179,3
226,5
160,4
231,3
212,4
232,3
33,2
229,3
35,2
76,4
194,2
154,5
70,4
98,5
240,3
215,5
244,2
25,5
105,6
0,4
117,4
197,5
172,5
102,4
151,5
192,3
86,3
118,7
138,5
136,6
199,3
255,5
175,4
175,4
63,3
31,2
230,3
222,6
204,5
109,5
98,5
33,2
167,6
196,4
242,5
90,5
225,2
172,5
255,5
139,6
78,5
222,6
19,5
200,5
46,2
153,3
57,3
208,4
19,5
195,2
126,6
190,5
71,4
42,4
15,5
212,4
8,2
43,6
1,4
132,5
127,3
141,4
136,6
39,1
7,4
233,6
208,4
142,6
145,2
245,3
193,6
177,2
107,1
183,3
73,3
166,3
193,6
132,5
248,7
127,3
81,4
61,5
138,5
136,6
222,6
176,4
126,6
239,2
43,6
78,5
249,2
175,4
180,2
141,4
254,4
130,3
92,5
117,4
216,3
105,6
0,4
197,5
216,3
159,3
220,5
77,6
252,5
39,1
40,5
231,3
94,5
157,6
252,5
121,6
108,2
35,2
218,6
10,3
46,2
155,3
213,3
19,5
42,4
23,4
210,4
128,2
44,4
191,3
189,4
61,5
240,3
167,6
2,4
181,4
58,4
71,4
25,5
167,6
108,2
162,5
109,5
117,4
108,2
225,2
255,5
129,2
208,4
115,3
54,7
103,3
251,5
170,5
23,4
207,3
222,6
10,3
137,3
135,2
253,4
208,4
4,6
107,1
252,5
118,7
84,3
222,6
106,8
185,4
142,6
205,5
123,2
153,3
187,3
121,6
177,2
148,5
25,5
137,3
208,4
12,6
173,5
89,5
60,5
43,6
70,4
193,6
12,6
252,5
172,5
187,3
23,4
231,3
71,4
201,4
79,4
90,5
13,3
17,6
120,3
31,2
120,3
191,3
205,5
225,2
26,6
184,5
113,4
138,5
152,5
91,3
143,3
2,4
31,2
30,1
156,5
94,5
190,5
160,4
57,3
23,4
166,3
103,3
131,2
197,5
137,3
96,6
124,7
146,5
174,4
119,3
218,6
252,5
161,4
28,4
72,6
81,4
253,4
16,4
12,6
81,4
42,4
163,4
242,5
134,2
161,4
232,3
11,4
93,5
61,5
124,7
237,4
27,7
245,3
193,6
151,5
55,6
105,6
46,2
185,4
81,4
234,3
142,6
140,2
107,1
13,3
222,6
231,3
180,2
157,6
92,5
250,4
83,4
226,5
164,5
225,2
81,4
14,4
77,6
201,4
248,7
161,4
145,2
250,4
23,4
187,3
212,4
178,2
207,3
213,3
17,6
229,3
36,4
214,4
144,4
175,4
134,2
161,4
173,5
188,3
62,4
244,2
197,5
213,3
150,2
185,4
125,1
200,5
5,4
68,6
6,2
93,5
145,2
200,5
46,2
34,4
9,4
177,2
46,2
226,5
174,4
251,5
58,4
208,4
192,3
50,6
110,5
123,2
24,5
55,6
70,4
84,3
105,6
201,4
19,5
133,5
45,1
120,3
240,3
80,2
68,6
180,2
115,3
223,4
118,7
5,4
16,4
4,6
57,3
161,4
211,3
112,3
70,4
182,3
161,4
71,4
251,5
187,3
24,5
251,5
7,4
86,3
182,3
45,1
175,4
32,4
221,4
67,1
150,2
22,5
114,4
198,5
39,1
244,2
100,5
13,3
246,5
30,1
143,3
206,4
142,6
122,4
27,7
158,5
245,3
51,4
236,4
135,2
201,4
118,7
250,4
176,4
48,4
59,4
201,4
151,5
154,5
164,5
235,3
7,4
4,6
124,7
136,6
24,5
171,4
1,4
95,3
244,2
156,5
100,5
17,6
124,7
72,6
190,5
30,1
67,1
78,5
185,4
132,5
188,3
135,2
172,5
243,4
97,3
240,3
96,6
155,3
129,2
172,5
207,3
150,2
24,5
104,4
49,7
1,4
30,1
242,5
37,3
199,3
235,3
106,8
54,7
188,3
20,6
151,5
101,1
231,3
49,7
238,4
101,1
118,7
119,3
163,4
38,5
135,2
62,4
233,6
79,4
73,3
6,2
62,4
114,4
30,1
199,3
173,5
63,3
144,4
144,4
49,7
252,5
175,4
117,4
31,2
197,5
222,6
84,3
119,3
178,2
196,4
72,6
218,6
85,3
202,3
31,2
246,5
32,4
171,4
80,2
105,6
64,5
143,3
243,4
233,6
120,3
245,3
157,6
120,3
234,3
96,6
42,4
